Unnamed: 0,Text Type,API Name,File Name,Dataset,ai_score,human_score,Error_message
52,AI,Originality,,AI,1.0,0.0,
53,AI,Originality,,AI,1.0,0.0,
54,AI,Originality,,AI,0.9996,0.0003999999999999,
55,AI,Originality,,AI,0.9999,9.9999999999989e-05,
56,AI,Originality,,AI,1.0,0.0,
57,AI,Originality,,AI,0.9999,9.9999999999989e-05,
58,AI,Originality,,AI,0.9995,0.0004999999999999,
59,AI,Originality,,AI,0.9996,0.0003999999999999,
60,AI,Originality,,AI,0.9993,0.0007,
61,AI,Originality,,AI,1.0,0.0,
62,AI,Originality,,AI,1.0,0.0,
63,AI,Originality,,AI,1.0,0.0,
64,AI,Originality,,AI,1.0,0.0,
65,AI,Originality,,AI,0.9999,9.9999999999989e-05,
66,AI,Originality,,AI,0.9998,0.0001999999999999,
67,AI,Originality,,AI,0.9999,9.9999999999989e-05,
68,AI,Originality,,AI,1.0,0.0,
69,AI,Originality,,AI,1.0,0.0,
70,AI,Originality,,AI,1.0,0.0,
71,AI,Originality,,AI,0.9999,9.9999999999989e-05,
72,AI,Originality,,AI,1.0,0.0,
73,AI,Originality,,AI,1.0,0.0,
74,AI,Originality,,AI,1.0,0.0,
75,AI,Originality,,AI,1.0,0.0,
76,AI,Originality,,AI,0.9997,0.0002999999999999,
77,AI,Originality,,AI,1.0,0.0,
78,AI,Originality,,AI,0.9999,9.9999999999989e-05,
79,AI,Originality,,AI,0.9996,0.0003999999999999,
80,AI,Originality,,AI,1.0,0.0,
81,AI,Originality,,AI,1.0,0.0,
82,AI,Originality,,AI,1.0,0.0,
83,AI,Originality,,AI,0.9999,9.9999999999989e-05,
84,AI,Originality,,AI,1.0,0.0,
85,AI,Originality,,AI,1.0,0.0,
86,AI,Originality,,AI,1.0,0.0,
87,AI,Originality,,AI,1.0,0.0,
88,AI,Originality,,AI,0.9998,0.0001999999999999,
89,AI,Originality,,AI,1.0,0.0,
90,AI,Originality,,AI,1.0,0.0,
91,AI,Originality,,AI,1.0,0.0,
92,AI,Originality,,AI,0.9999,9.9999999999989e-05,
93,AI,Originality,,AI,0.9995,0.0004999999999999,
94,AI,Originality,,AI,0.9999,9.9999999999989e-05,
95,AI,Originality,,AI,0.9998,0.0001999999999999,
96,AI,Originality,,AI,0.9998,0.0001999999999999,
97,AI,Originality,,AI,1.0,0.0,
98,AI,Originality,,AI,1.0,0.0,
99,AI,Originality,,AI,0.9999,9.9999999999989e-05,
100,AI,Originality,,AI,1.0,0.0,
101,AI,Originality,,AI,1.0,0.0,
102,AI,Originality,,AI,0.9999,9.9999999999989e-05,
103,AI,Originality,,AI,0.9999,9.9999999999989e-05,
104,AI,Originality,,AI,1.0,0.0,
105,AI,Originality,,AI,1.0,0.0,
106,AI,Originality,,AI,1.0,0.0,
107,AI,Originality,,AI,1.0,0.0,
108,AI,Originality,,AI,0.9998,0.0001999999999999,
109,AI,Originality,,AI,1.0,0.0,
110,AI,Originality,,AI,1.0,0.0,
111,AI,Originality,,AI,1.0,0.0,
112,AI,Originality,,AI,1.0,0.0,
113,AI,Originality,,AI,0.9999,9.9999999999989e-05,
114,AI,Originality,,AI,1.0,0.0,
115,AI,Originality,,AI,1.0,0.0,
116,AI,Originality,,AI,0.9999,9.9999999999989e-05,
117,AI,Originality,,AI,1.0,0.0,
118,AI,Originality,,AI,0.9999,9.9999999999989e-05,
119,AI,Originality,,AI,1.0,0.0,
120,AI,Originality,,AI,1.0,0.0,
121,AI,Originality,,AI,1.0,0.0,
122,AI,Originality,,AI,0.9998,0.0001999999999999,
123,AI,Originality,,AI,0.9998,0.0001999999999999,
124,AI,Originality,,AI,1.0,0.0,
125,AI,Originality,,AI,0.9999,9.9999999999989e-05,
126,AI,Originality,,AI,1.0,0.0,
127,AI,Originality,,AI,0.9999,9.9999999999989e-05,
128,AI,Originality,,AI,1.0,0.0,
129,AI,Originality,,AI,0.9996,0.0003999999999999,
130,AI,Originality,,AI,0.9999,9.9999999999989e-05,
131,AI,Originality,,AI,0.9998,0.0001999999999999,
132,AI,Originality,,AI,1.0,0.0,
133,AI,Originality,,AI,0.9998,0.0001999999999999,
134,AI,Originality,,AI,1.0,0.0,
135,AI,Originality,,AI,1.0,0.0,
136,AI,Originality,,AI,1.0,0.0,
137,AI,Originality,,AI,1.0,0.0,
138,AI,Originality,,AI,1.0,0.0,
139,AI,Originality,,AI,1.0,0.0,
140,AI,Originality,,AI,0.9999,9.9999999999989e-05,
141,AI,Originality,,AI,1.0,0.0,
142,AI,Originality,,AI,1.0,0.0,
143,AI,Originality,,AI,1.0,0.0,
144,AI,Originality,,AI,0.9998,0.0001999999999999,
145,AI,Originality,,AI,0.9999,9.9999999999989e-05,
146,AI,Originality,,AI,1.0,0.0,
147,AI,Originality,,AI,0.9778,0.0221999999999999,
148,AI,Originality,,AI,1.0,0.0,
149,AI,Originality,,AI,1.0,0.0,
150,AI,Originality,,AI,0.9999,9.9999999999989e-05,
151,AI,Originality,,AI,1.0,0.0,
152,AI,Originality,,AI,0.9997,0.0002999999999999,
153,AI,Originality,,AI,0.9999,9.9999999999989e-05,
154,AI,Originality,,AI,0.9998,0.0001999999999999,
155,AI,Originality,,AI,1.0,0.0,
156,AI,Originality,,AI,1.0,0.0,
157,AI,Originality,,AI,1.0,0.0,
158,AI,Originality,,AI,1.0,0.0,
159,AI,Originality,,AI,0.9987,0.0012999999999999,
160,AI,Originality,,AI,1.0,0.0,
161,AI,Originality,,AI,1.0,0.0,
162,AI,Originality,,AI,0.9999,9.9999999999989e-05,
163,AI,Originality,,AI,1.0,0.0,
164,AI,Originality,,AI,1.0,0.0,
165,AI,Originality,,AI,1.0,0.0,
166,AI,Originality,,AI,1.0,0.0,
167,AI,Originality,,AI,0.9999,9.9999999999989e-05,
168,AI,Originality,,AI,1.0,0.0,
169,AI,Originality,,AI,1.0,0.0,
170,AI,Originality,,AI,1.0,0.0,
171,AI,Originality,,AI,0.9999,9.9999999999989e-05,
172,AI,Originality,,AI,1.0,0.0,
173,AI,Originality,,AI,0.9998,0.0001999999999999,
174,AI,Originality,,AI,0.9998,0.0001999999999999,
175,AI,Originality,,AI,0.9999,9.9999999999989e-05,
176,AI,Originality,,AI,0.9998,0.0001999999999999,
177,AI,Originality,,AI,1.0,0.0,
178,AI,Originality,,AI,0.9999,9.9999999999989e-05,
179,AI,Originality,,AI,1.0,0.0,
180,AI,Originality,,AI,1.0,0.0,
181,AI,Originality,,AI,0.9999,9.9999999999989e-05,
182,AI,Originality,,AI,1.0,0.0,
183,AI,Originality,,AI,1.0,0.0,
184,AI,Originality,,AI,1.0,0.0,
185,AI,Originality,,AI,0.9999,9.9999999999989e-05,
186,AI,Originality,,AI,0.9998,0.0001999999999999,
187,AI,Originality,,AI,1.0,0.0,
188,AI,Originality,,AI,0.9996,0.0003999999999999,
189,AI,Originality,,AI,1.0,0.0,
190,AI,Originality,,AI,1.0,0.0,
191,AI,Originality,,AI,1.0,0.0,
192,AI,Originality,,AI,0.9997,0.0002999999999999,
193,AI,Originality,,AI,1.0,0.0,
194,AI,Originality,,AI,1.0,0.0,
195,AI,Originality,,AI,0.9999,9.9999999999989e-05,
196,AI,Originality,,AI,0.9999,9.9999999999989e-05,
197,AI,Originality,,AI,1.0,0.0,
198,AI,Originality,,AI,1.0,0.0,
199,AI,Originality,,AI,1.0,0.0,
200,AI,Originality,,AI,0.9999,9.9999999999989e-05,
201,AI,Originality,,AI,1.0,0.0,
202,AI,Originality,,AI,1.0,0.0,
203,AI,Originality,,AI,0.9999,9.9999999999989e-05,
204,AI,Originality,,AI,1.0,0.0,
205,AI,Originality,,AI,0.9998,0.0001999999999999,
206,AI,Originality,,AI,1.0,0.0,
207,AI,Originality,,AI,1.0,0.0,
208,AI,Originality,,AI,0.9999,9.9999999999989e-05,
209,AI,Originality,,AI,1.0,0.0,
210,AI,Originality,,AI,0.9999,9.9999999999989e-05,
211,AI,Originality,,AI,0.9999,9.9999999999989e-05,
212,AI,Originality,,AI,1.0,0.0,
213,AI,Originality,,AI,0.9998,0.0001999999999999,
214,AI,Originality,,AI,1.0,0.0,
215,AI,Originality,,AI,1.0,0.0,
216,AI,Originality,,AI,0.9998,0.0001999999999999,
217,AI,Originality,,AI,1.0,0.0,
218,AI,Originality,,AI,0.9996,0.0003999999999999,
219,AI,Originality,,AI,1.0,0.0,
220,AI,Originality,,AI,1.0,0.0,
221,AI,Originality,,AI,0.9997,0.0002999999999999,
222,AI,Originality,,AI,1.0,0.0,
223,AI,Originality,,AI,1.0,0.0,
224,AI,Originality,,AI,1.0,0.0,
225,AI,Originality,,AI,1.0,0.0,
226,AI,Originality,,AI,1.0,0.0,
227,AI,Originality,,AI,0.9999,9.9999999999989e-05,
228,AI,Originality,,AI,0.9993,0.0007,
229,AI,Originality,,AI,1.0,0.0,
230,AI,Originality,,AI,0.9998,0.0001999999999999,
231,AI,Originality,,AI,0.9999,9.9999999999989e-05,
232,AI,Originality,,AI,0.9999,9.9999999999989e-05,
233,AI,Originality,,AI,0.9999,9.9999999999989e-05,
234,AI,Originality,,AI,1.0,0.0,
235,AI,Originality,,AI,0.9999,9.9999999999989e-05,
236,AI,Originality,,AI,1.0,0.0,
237,AI,Originality,,AI,1.0,0.0,
238,AI,Originality,,AI,1.0,0.0,
239,AI,Originality,,AI,0.9994,0.0006,
240,AI,Originality,,AI,0.9998,0.0001999999999999,
241,AI,Originality,,AI,0.9999,9.9999999999989e-05,
242,AI,Originality,,AI,0.9999,9.9999999999989e-05,
243,AI,Originality,,AI,1.0,0.0,
244,AI,Originality,,AI,0.9999,9.9999999999989e-05,
245,AI,Originality,,AI,1.0,0.0,
246,AI,Originality,,AI,1.0,0.0,
247,AI,Originality,,AI,0.9998,0.0001999999999999,
248,AI,Originality,,AI,0.9998,0.0001999999999999,
249,AI,Originality,,AI,0.9999,9.9999999999989e-05,
250,AI,Originality,,AI,0.9999,9.9999999999989e-05,
251,AI,Originality,,AI,0.9999,9.9999999999989e-05,
252,AI,Originality,,AI,0.9997,0.0002999999999999,
253,AI,Originality,,AI,0.9995,0.0004999999999999,
254,AI,Originality,,AI,1.0,0.0,
255,AI,Originality,,AI,1.0,0.0,
256,AI,Originality,,AI,1.0,0.0,
257,AI,Originality,,AI,0.9999,9.9999999999989e-05,
258,AI,Originality,,AI,1.0,0.0,
259,AI,Originality,,AI,1.0,0.0,
260,AI,Originality,,AI,0.9999,9.9999999999989e-05,
261,AI,Originality,,AI,1.0,0.0,
262,AI,Originality,,AI,0.9999,9.9999999999989e-05,
263,AI,Originality,,AI,0.9998,0.0001999999999999,
264,AI,Originality,,AI,1.0,0.0,
265,AI,Originality,,AI,1.0,0.0,
266,AI,Originality,,AI,1.0,0.0,
267,AI,Originality,,AI,0.9999,9.9999999999989e-05,
268,AI,Originality,,AI,1.0,0.0,
269,AI,Originality,,AI,0.9999,9.9999999999989e-05,
270,AI,Originality,,AI,1.0,0.0,
271,AI,Originality,,AI,1.0,0.0,
272,AI,Originality,,AI,0.9999,9.9999999999989e-05,
273,AI,Originality,,AI,0.9999,9.9999999999989e-05,
274,AI,Originality,,AI,0.9996,0.0003999999999999,
275,AI,Originality,,AI,1.0,0.0,
276,AI,Originality,,AI,1.0,0.0,
277,AI,Originality,,AI,0.9999,9.9999999999989e-05,
278,AI,Originality,,AI,1.0,0.0,
279,AI,Originality,,AI,1.0,0.0,
280,AI,Originality,,AI,1.0,0.0,
281,AI,Originality,,AI,1.0,0.0,
282,AI,Originality,,AI,1.0,0.0,
283,AI,Originality,,AI,1.0,0.0,
284,AI,Originality,,AI,1.0,0.0,
285,AI,Originality,,AI,1.0,0.0,
286,AI,Originality,,AI,1.0,0.0,
287,AI,Originality,,AI,0.9999,9.9999999999989e-05,
288,AI,Originality,,AI,1.0,0.0,
289,AI,Originality,,AI,0.9997,0.0002999999999999,
290,AI,Originality,,AI,0.9999,9.9999999999989e-05,
291,AI,Originality,,AI,1.0,0.0,
292,AI,Originality,,AI,0.9997,0.0002999999999999,
293,AI,Originality,,AI,0.9999,9.9999999999989e-05,
294,AI,Originality,,AI,0.9999,9.9999999999989e-05,
295,AI,Originality,,AI,0.9999,9.9999999999989e-05,
296,AI,Originality,,AI,0.9999,9.9999999999989e-05,
297,AI,Originality,,AI,1.0,0.0,
298,AI,Originality,,AI,1.0,0.0,
299,AI,Originality,,AI,1.0,0.0,
300,AI,Originality,,AI,1.0,0.0,
301,AI,Originality,,AI,0.9999,9.9999999999989e-05,
302,AI,Originality,,AI,1.0,0.0,
303,AI,Originality,,AI,0.9999,9.9999999999989e-05,
304,AI,Originality,,AI,1.0,0.0,
305,AI,Originality,,AI,1.0,0.0,
306,AI,Originality,,AI,1.0,0.0,
307,AI,Originality,,AI,1.0,0.0,
308,AI,Originality,,AI,0.9993,0.0007,
309,AI,Originality,,AI,1.0,0.0,
310,AI,Originality,,AI,1.0,0.0,
311,AI,Originality,,AI,1.0,0.0,
312,AI,Originality,,AI,0.9998,0.0001999999999999,
313,AI,Originality,,AI,0.9997,0.0002999999999999,
314,AI,Originality,,AI,1.0,0.0,
315,AI,Originality,,AI,0.9999,9.9999999999989e-05,
316,AI,Originality,,AI,0.9999,9.9999999999989e-05,
317,AI,Originality,,AI,1.0,0.0,
318,AI,Originality,,AI,1.0,0.0,
319,AI,Originality,,AI,0.9998,0.0001999999999999,
320,AI,Originality,,AI,1.0,0.0,
321,AI,Originality,,AI,1.0,0.0,
322,AI,Originality,,AI,0.9999,9.9999999999989e-05,
323,AI,Originality,,AI,0.9989,0.0010999999999999,
324,AI,Originality,,AI,1.0,0.0,
325,AI,Originality,,AI,0.9999,9.9999999999989e-05,
326,AI,Originality,,AI,0.9999,9.9999999999989e-05,
327,AI,Originality,,AI,1.0,0.0,
328,AI,Originality,,AI,1.0,0.0,
329,AI,Originality,,AI,0.9994,0.0006,
330,AI,Originality,,AI,1.0,0.0,
331,AI,Originality,,AI,0.9999,9.9999999999989e-05,
332,AI,Originality,,AI,1.0,0.0,
333,AI,Originality,,AI,1.0,0.0,
334,AI,Originality,,AI,0.9999,9.9999999999989e-05,
335,AI,Originality,,AI,0.997,0.003,
336,AI,Originality,,AI,1.0,0.0,
337,AI,Originality,,AI,1.0,0.0,
338,AI,Originality,,AI,1.0,0.0,
339,AI,Originality,,AI,1.0,0.0,
340,AI,Originality,,AI,1.0,0.0,
341,AI,Originality,,AI,1.0,0.0,
342,AI,Originality,,AI,0.9999,9.9999999999989e-05,
343,AI,Originality,,AI,0.9998,0.0001999999999999,
344,AI,Originality,,AI,1.0,0.0,
345,AI,Originality,,AI,1.0,0.0,
346,AI,Originality,,AI,0.9999,9.9999999999989e-05,
347,AI,Originality,,AI,1.0,0.0,
348,AI,Originality,,AI,1.0,0.0,
349,AI,Originality,,AI,1.0,0.0,
350,AI,Originality,,AI,1.0,0.0,
351,AI,Originality,,AI,1.0,0.0,
352,AI,Originality,,AI,1.0,0.0,
353,AI,Originality,,AI,1.0,0.0,
354,AI,Originality,,AI,1.0,0.0,
355,AI,Originality,,AI,0.9994,0.0006,
356,AI,Originality,,AI,1.0,0.0,
357,AI,Originality,,AI,0.9999,9.9999999999989e-05,
358,AI,Originality,,AI,0.999,0.001,
359,AI,Originality,,AI,1.0,0.0,
360,AI,Originality,,AI,1.0,0.0,
361,AI,Originality,,AI,1.0,0.0,
362,AI,Originality,,AI,0.9997,0.0002999999999999,
363,AI,Originality,,AI,1.0,0.0,
364,AI,Originality,,AI,1.0,0.0,
365,AI,Originality,,AI,1.0,0.0,
366,AI,Originality,,AI,1.0,0.0,
367,AI,Originality,,AI,1.0,0.0,
368,AI,Originality,,AI,1.0,0.0,
369,AI,Originality,,AI,1.0,0.0,
370,AI,Originality,,AI,0.9998,0.0001999999999999,
371,AI,Originality,,AI,1.0,0.0,
372,AI,Originality,,AI,1.0,0.0,
373,AI,Originality,,AI,0.9999,9.9999999999989e-05,
374,AI,Originality,,AI,1.0,0.0,
375,AI,Originality,,AI,1.0,0.0,
376,AI,Originality,,AI,0.9997,0.0002999999999999,
377,AI,Originality,,AI,0.9999,9.9999999999989e-05,
378,AI,Originality,,AI,1.0,0.0,
379,AI,Originality,,AI,0.9999,9.9999999999989e-05,
380,AI,Originality,,AI,1.0,0.0,
381,AI,Originality,,AI,1.0,0.0,
382,AI,Originality,,AI,1.0,0.0,
383,AI,Originality,,AI,0.9999,9.9999999999989e-05,
384,AI,Originality,,AI,1.0,0.0,
385,AI,Originality,,AI,0.9999,9.9999999999989e-05,
386,AI,Originality,,AI,0.9999,9.9999999999989e-05,
387,AI,Originality,,AI,1.0,0.0,
388,AI,Originality,,AI,0.9999,9.9999999999989e-05,
389,AI,Originality,,AI,1.0,0.0,
390,AI,Originality,,AI,1.0,0.0,
391,AI,Originality,,AI,1.0,0.0,
392,AI,Originality,,AI,1.0,0.0,
393,AI,Originality,,AI,1.0,0.0,
394,AI,Originality,,AI,1.0,0.0,
395,AI,Originality,,AI,0.9998,0.0001999999999999,
396,AI,Originality,,AI,0.9998,0.0001999999999999,
397,AI,Originality,,AI,0.9999,9.9999999999989e-05,
398,AI,Originality,,AI,1.0,0.0,
399,AI,Originality,,AI,1.0,0.0,
400,AI,Originality,,AI,0.9995,0.0004999999999999,
401,AI,Originality,,AI,1.0,0.0,
402,AI,Originality,,AI,1.0,0.0,
403,AI,Originality,,AI,1.0,0.0,
404,AI,Originality,,AI,1.0,0.0,
405,AI,Originality,,AI,0.9998,0.0001999999999999,
406,AI,Originality,,AI,0.9999,9.9999999999989e-05,
407,AI,Originality,,AI,1.0,0.0,
408,AI,Originality,,AI,0.9998,0.0001999999999999,
409,AI,Originality,,AI,0.9994,0.0006,
410,AI,Originality,,AI,1.0,0.0,
411,AI,Originality,,AI,0.9999,9.9999999999989e-05,
412,AI,Originality,,AI,0.9995,0.0004999999999999,
413,AI,Originality,,AI,1.0,0.0,
414,AI,Originality,,AI,0.9999,9.9999999999989e-05,
415,AI,Originality,,AI,0.9999,9.9999999999989e-05,
416,AI,Originality,,AI,1.0,0.0,
417,AI,Originality,,AI,0.9992,0.0008,
418,AI,Originality,,AI,0.9999,9.9999999999989e-05,
419,AI,Originality,,AI,0.9977,0.0022999999999999,
420,AI,Originality,,AI,0.9999,9.9999999999989e-05,
421,AI,Originality,,AI,1.0,0.0,
422,AI,Originality,,AI,1.0,0.0,
423,AI,Originality,,AI,0.9999,9.9999999999989e-05,
424,AI,Originality,,AI,1.0,0.0,
425,AI,Originality,,AI,0.9996,0.0003999999999999,
426,AI,Originality,,AI,1.0,0.0,
427,AI,Originality,,AI,1.0,0.0,
428,AI,Originality,,AI,0.9999,9.9999999999989e-05,
429,AI,Originality,,AI,1.0,0.0,
430,AI,Originality,,AI,1.0,0.0,
431,AI,Originality,,AI,0.9999,9.9999999999989e-05,
432,AI,Originality,,AI,1.0,0.0,
433,AI,Originality,,AI,1.0,0.0,
434,AI,Originality,,AI,1.0,0.0,
435,AI,Originality,,AI,0.9999,9.9999999999989e-05,
436,AI,Originality,,AI,0.9991,0.0009,
437,AI,Originality,,AI,1.0,0.0,
438,AI,Originality,,AI,0.9999,9.9999999999989e-05,
439,AI,Originality,,AI,1.0,0.0,
440,AI,Originality,,AI,0.9999,9.9999999999989e-05,
441,AI,Originality,,AI,0.9999,9.9999999999989e-05,
442,AI,Originality,,AI,1.0,0.0,
443,AI,Originality,,AI,1.0,0.0,
444,AI,Originality,,AI,1.0,0.0,
445,AI,Originality,,AI,1.0,0.0,
446,AI,Originality,,AI,1.0,0.0,
447,AI,Originality,,AI,1.0,0.0,
448,AI,Originality,,AI,1.0,0.0,
449,AI,Originality,,AI,0.9999,9.9999999999989e-05,
450,AI,Originality,,AI,0.9999,9.9999999999989e-05,
451,AI,Originality,,AI,0.9998,0.0001999999999999,
452,AI,Originality,,AI,0.9999,9.9999999999989e-05,
453,AI,Originality,,AI,0.9999,9.9999999999989e-05,
454,AI,Originality,,AI,0.9999,9.9999999999989e-05,
455,AI,Originality,,AI,1.0,0.0,
456,AI,Originality,,AI,0.9997,0.0002999999999999,
457,AI,Originality,,AI,1.0,0.0,
458,AI,Originality,,AI,0.9999,9.9999999999989e-05,
459,AI,Originality,,AI,0.9998,0.0001999999999999,
460,AI,Originality,,AI,0.9999,9.9999999999989e-05,
461,AI,Originality,,AI,1.0,0.0,
462,AI,Originality,,AI,0.9999,9.9999999999989e-05,
463,AI,Originality,,AI,1.0,0.0,
464,AI,Originality,,AI,0.9999,9.9999999999989e-05,
465,AI,Originality,,AI,1.0,0.0,
466,AI,Originality,,AI,1.0,0.0,
467,AI,Originality,,AI,1.0,0.0,
468,AI,Originality,,AI,0.9996,0.0003999999999999,
469,AI,Originality,,AI,1.0,0.0,
470,AI,Originality,,AI,1.0,0.0,
471,AI,Originality,,AI,0.9999,9.9999999999989e-05,
472,AI,Originality,,AI,1.0,0.0,
473,AI,Originality,,AI,1.0,0.0,
474,AI,Originality,,AI,1.0,0.0,
475,AI,Originality,,AI,0.9999,9.9999999999989e-05,
476,AI,Originality,,AI,0.9999,9.9999999999989e-05,
477,AI,Originality,,AI,0.9998,0.0001999999999999,
478,AI,Originality,,AI,1.0,0.0,
479,AI,Originality,,AI,0.9999,9.9999999999989e-05,
480,AI,Originality,,AI,0.9994,0.0006,
481,AI,Originality,,AI,1.0,0.0,
482,AI,Originality,,AI,0.9996,0.0003999999999999,
483,AI,Originality,,AI,1.0,0.0,
484,AI,Originality,,AI,1.0,0.0,
485,AI,Originality,,AI,1.0,0.0,
486,AI,Originality,,AI,1.0,0.0,
487,AI,Originality,,AI,1.0,0.0,
488,AI,Originality,,AI,0.9996,0.0003999999999999,
489,AI,Originality,,AI,0.9999,9.9999999999989e-05,
490,AI,Originality,,AI,1.0,0.0,
491,AI,Originality,,AI,1.0,0.0,
492,AI,Originality,,AI,1.0,0.0,
493,AI,Originality,,AI,1.0,0.0,
494,AI,Originality,,AI,1.0,0.0,
495,AI,Originality,,AI,0.9999,9.9999999999989e-05,
496,AI,Originality,,AI,0.9999,9.9999999999989e-05,
497,AI,Originality,,AI,1.0,0.0,
498,AI,Originality,,AI,1.0,0.0,
499,AI,Originality,,AI,1.0,0.0,
500,AI,Originality,,AI,1.0,0.0,
501,AI,Originality,,AI,1.0,0.0,
502,AI,Originality,,AI,1.0,0.0,
503,AI,Originality,,AI,0.9999,9.9999999999989e-05,
504,AI,Originality,,AI,1.0,0.0,
505,AI,Originality,,AI,1.0,0.0,
506,AI,Originality,,AI,1.0,0.0,
507,AI,Originality,,AI,1.0,0.0,
508,AI,Originality,,AI,1.0,0.0,
509,AI,Originality,,AI,0.9994,0.0006,
510,AI,Originality,,AI,0.9999,9.9999999999989e-05,
511,AI,Originality,,AI,0.9999,9.9999999999989e-05,
512,AI,Originality,,AI,1.0,0.0,
513,AI,Originality,,AI,1.0,0.0,
514,AI,Originality,,AI,0.9998,0.0001999999999999,
515,AI,Originality,,AI,1.0,0.0,
516,AI,Originality,,AI,0.9999,9.9999999999989e-05,
517,AI,Originality,,AI,0.9999,9.9999999999989e-05,
518,AI,Originality,,AI,0.9999,9.9999999999989e-05,
519,AI,Originality,,AI,0.9999,9.9999999999989e-05,
520,AI,Originality,,AI,0.9998,0.0001999999999999,
521,AI,Originality,,AI,1.0,0.0,
522,AI,Originality,,AI,0.9996,0.0003999999999999,
523,AI,Originality,,AI,1.0,0.0,
524,AI,Originality,,AI,1.0,0.0,
525,AI,Originality,,AI,1.0,0.0,
526,AI,Originality,,AI,0.9998,0.0001999999999999,
527,AI,Originality,,AI,1.0,0.0,
528,AI,Originality,,AI,1.0,0.0,
529,AI,Originality,,AI,1.0,0.0,
530,AI,Originality,,AI,1.0,0.0,
531,AI,Originality,,AI,0.9998,0.0001999999999999,
532,AI,Originality,,AI,1.0,0.0,
533,AI,Originality,,AI,1.0,0.0,
534,AI,Originality,,AI,0.9995,0.0004999999999999,
535,AI,Originality,,AI,1.0,0.0,
536,AI,Originality,,AI,0.9999,9.9999999999989e-05,
537,AI,Originality,,AI,0.9994,0.0006,
538,AI,Originality,,AI,1.0,0.0,
539,AI,Originality,,AI,0.9999,9.9999999999989e-05,
540,AI,Originality,,AI,1.0,0.0,
541,AI,Originality,,AI,1.0,0.0,
542,AI,Originality,,AI,0.9998,0.0001999999999999,
543,AI,Originality,,AI,1.0,0.0,
544,AI,Originality,,AI,0.9992,0.0008,
545,AI,Originality,,AI,1.0,0.0,
546,AI,Originality,,AI,1.0,0.0,
547,AI,Originality,,AI,1.0,0.0,
548,AI,Originality,,AI,1.0,0.0,
549,AI,Originality,,AI,1.0,0.0,
550,AI,Originality,,AI,1.0,0.0,
551,AI,Originality,,AI,1.0,0.0,
552,AI,Originality,,AI,1.0,0.0,
553,AI,Originality,,AI,1.0,0.0,
554,AI,Originality,,AI,1.0,0.0,
555,AI,Originality,,AI,1.0,0.0,
556,AI,Originality,,AI,0.9998,0.0001999999999999,
557,AI,Originality,,AI,0.9999,9.9999999999989e-05,
558,AI,Originality,,AI,1.0,0.0,
559,AI,Originality,,AI,1.0,0.0,
